salida.lempel;iteracion1;1667;milisegundos
salida.lempel;iteracion2;1444;milisegundos
salida.lempel;iteracion3;1358;milisegundos
salida.lempel;iteracion4;1402;milisegundos
salida.lempel;iteracion5;1406;milisegundos
salida.lempel;iteracion1;6197;milisegundos
salida.lempel;iteracion2;6180;milisegundos
salida.lempel;iteracion3;6112;milisegundos
salida.lempel;iteracion4;6171;milisegundos
salida.lempel;iteracion5;6188;milisegundos
salida.lempel;iteracion1;13000;milisegundos
salida.lempel;iteracion2;12808;milisegundos
salida.lempel;iteracion3;12601;milisegundos
salida.lempel;iteracion4;12622;milisegundos
salida.lempel;iteracion5;12503;milisegundos
salida.lempel;iteracion1;22682;milisegundos
salida.lempel;iteracion2;22909;milisegundos
salida.lempel;iteracion3;23055;milisegundos
salida.lempel;iteracion4;23011;milisegundos
salida.lempel;iteracion5;22970;milisegundos
salidadna.lempel;iteracion1;974;milisegundos
salidadna.lempel;iteracion2;1009;milisegundos
salidadna.lempel;iteracion3;997;milisegundos
salidadna.lempel;iteracion4;947;milisegundos
salidadna.lempel;iteracion5;953;milisegundos
salidadna.lempel;iteracion1;4532;milisegundos
salidadna.lempel;iteracion2;4504;milisegundos
salidadna.lempel;iteracion3;4500;milisegundos
salidadna.lempel;iteracion4;4438;milisegundos
salidadna.lempel;iteracion5;4523;milisegundos
salidadna.lempel;iteracion1;8793;milisegundos
salidadna.lempel;iteracion2;8747;milisegundos
salidadna.lempel;iteracion3;8924;milisegundos
salidadna.lempel;iteracion4;8787;milisegundos
salidadna.lempel;iteracion5;8742;milisegundos
salidadna.lempel;iteracion1;17340;milisegundos
salidadna.lempel;iteracion2;17364;milisegundos
salidadna.lempel;iteracion3;17518;milisegundos
salidadna.lempel;iteracion4;17527;milisegundos
salidadna.lempel;iteracion5;17538;milisegundos
